
1 1.28e-07
2 1.57e-07
3 2.15e-07
4 2.78e-07
5 4.72e-07
6 6.75e-07
7 1.024e-06
8 1.878e-06
9 3.374e-06
10 6.43e-06
11 1.2365e-05
12 2.421e-05
13 4.8068e-05
14 9.5561e-05
15 0.000200618
16 0.000380897
17 0.000785266
18 0.00154042
19 0.00322276
20 0.0094629
21 0.0123406
22 0.0276106
23 0.053259
24 0.102602
25 0.20602
26 0.396296
27 0.798714
28 1.58894
29 3.15439
30 6.30993
31 12.6329
32 25.2477
33 50.5399
34 101.249
34 100.192
