
1000 	  0.00127999
2000 	  0.00495993
3000  0.01108
4000  0.019547
5000  0.030476
6000  0.045625
7000  0.059479
8000  0.077543
9000  0.098379
10000  0.121827
11000  0.14669
12000  0.174314
13000  0.204594
14000  0.237471
15000  0.272881
16000  0.310632
17000  0.349905
18000  0.393199
19000  0.44053
20000  0.484678
21000  0.534088
22000  0.585546
23000  0.640704
24000  0.698413
25000  0.755593
26000  0.822673
27000  0.889503
28000  0.954219
29000  1.02111
