
1000 0.00108013
2000 0.00430475
3000 0.00979002
4000 0.0170763
5000 0.0262448
6000 0.038466
7000 0.0517229
8000 0.0668743
9000 0.0857799
10000 0.105654
11000 0.12629
12000 0.151505
13000 0.177933
14000 0.208873
15000 0.237878
16000 0.269901
17000 0.31157
18000 0.349044
19000 0.382021
20000 0.426953
21000 0.476124
22000 0.517405
23000 0.564741
24000 0.617865
25000 0.671575
26000 0.716382
27000 0.765069
28000 0.821025
29000 0.895287
